ಹೊಮ್ಮರ,ೊಮ್ಮರ
ಹೊಗೆಹುಡಿ,ೊಗೆಹುಡಿ
ಹೊಗುತೆ,ೊಗುತೆ
ಹೊರದೆಗೆ,ೊರದೆಗೆ
ಹೊರಗೆಸೆದ,ೊರಗೆಸೆದ
ಹಾಯಿದು,ಾಯಿದು
ಹರಳುದುಂಬು,ರಳುದುಂಬು
ಹಸಿವುಗಳು,ಸಿವುಗಳು
ಹಾವಸೆಗಳು,ಾವಸೆಗಳು
ಹೊಳಕೆ,ೊಳಕೆ
ಹೊರಳು,,ೊರಳು,
ಹಞ್ಚುಗ,ಞ್ಚುಗ
ಹಿರಿಯರಾದ,ಿರಿಯರಾದ
ಹಾದಿಯಲ್ಲೇ,ಾದಿಯಲ್ಲೇ
ಹೇಮವರ್ಣಗಳು,ೇಮವರ್ಣಗಳು
ಹಿನ್ನೊಟ್ಟುಗಳು,ಿನ್ನೊಟ್ಟುಗಳು
ಹೆರೆಹಚ್ಚು,ೆರೆಹಚ್ಚು
ಹಿಳ್ಳೆ,ಿಳ್ಳೆ
ಹೊಂದಿಕೆಯಾಗು,ೊಂದಿಕೆಯಾಗು
ಹರಿಯದಿವ್ಯಾಸ್ತ್ರ,ರಿಯದಿವ್ಯಾಸ್ತ್ರ
ಹಯ್ದರಾಬಾದ್,ಯ್ದರಾಬಾದ್
ಹುರಿದುಂಬಿಸಿ,ುರಿದುಂಬಿಸಿ
ಹಣದುಬ್ಬರ,ಣದುಬ್ಬರ
ಹಂದೆಗಳು,ಂದೆಗಳು
ಹೆಬ್ಬನ್ದಿಗಳು,ೆಬ್ಬನ್ದಿಗಳು
ಹಾಜರ್,ಾಜರ್
ಹೊರಹೋಗು,ೊರಹೋಗು
ಹಞ್ಚಿಕೆಗಾರ,ಞ್ಚಿಕೆಗಾರ
ಹಿನ್ದೆಗೆತಗಳು,ಿನ್ದೆಗೆತಗಳು
ಹೊಗರಿಂಡೆ,ೊಗರಿಂಡೆ
ಹಂಗಾಮಿಯಾಗಿರುವಿಕೆ,ಂಗಾಮಿಯಾಗಿರುವಿಕೆ
ಹದಿನಯ್ದು,ದಿನಯ್ದು
ಹಂದಲೆ,ಂದಲೆ
ಹದಬೆದೆಗಳು,ದಬೆದೆಗಳು
ಹುಲುವಟ್ಟೆಗಳು,ುಲುವಟ್ಟೆಗಳು
ಹಕ್ಕಿನಿನ್ದ,ಕ್ಕಿನಿನ್ದ
ಹಸ್ತಾಂತರಗೊಳಿಸಲಾಗದ,ಸ್ತಾಂತರಗೊಳಿಸಲಾಗದ
ಹೆಪ್ಪುಗಂಟಿಕೆ,ೆಪ್ಪುಗಂಟಿಕೆ
ಹರಿಶರ,ರಿಶರ
ಹಗವ,ಗವ
ಹೀನಾಯವಾದುದು,ೀನಾಯವಾದುದು
ಹುಳಿಸಾರು,ುಳಿಸಾರು
ಹಾದಿಹೋಕ,ಾದಿಹೋಕ
ಹುಳ್ಳಿ,ುಳ್ಳಿ
ಹೆಸರಿಸಿದ,ೆಸರಿಸಿದ
ಹತ್ತನೆಯದು,ತ್ತನೆಯದು
ಹೊಗುಮನೆ,ೊಗುಮನೆ
ಹತ್ತಿಕೊಳ್ಳುವುದನ್ನು,ತ್ತಿಕೊಳ್ಳುವುದನ್ನು
ಹದವಾಗಿರು,ದವಾಗಿರು
ಹೊಲೆತಡೆ,ೊಲೆತಡೆ
ಹೆದ್ದೆರೆ,ೆದ್ದೆರೆ
ಹೆದ್ದರಣೆಗಳು,ೆದ್ದರಣೆಗಳು
ಹದವಳೆ,ದವಳೆ
ಹರಿದಾಡಿದನ್ತಾಗು,ರಿದಾಡಿದನ್ತಾಗು
ಹುಚ್ಚುಧೈರ್ಯದ,ುಚ್ಚುಧೈರ್ಯದ
ಹುಟ್ಟಿರುವಂಥದು,ುಟ್ಟಿರುವಂಥದು
ಹಿನ್ತುದಿ,ಿನ್ತುದಿ
ಹಿನ್ದೂಡಿಕೆಗಳು,ಿನ್ದೂಡಿಕೆಗಳು
ಹಗೆಗಾರರು,ಗೆಗಾರರು
ಹಣ್ಣು.,ಣ್ಣು.
ಹೆದೆಯು,ೆದೆಯು
ಹದಿನೆರಡು,ದಿನೆರಡು
ಹಿತ್ತಲು,ಿತ್ತಲು
ಹೊನಲುಲಿ,ೊನಲುಲಿ
ಹರಿಸುಗ,ರಿಸುಗ
ಹಮ್ಮಿ,ಮ್ಮಿ
ಹಮ್ಬಲಿಗ,ಮ್ಬಲಿಗ
ಹೊದರುಗಳು,ೊದರುಗಳು
ಹೇನುಗಳಿಂದ,ೇನುಗಳಿಂದ
ಹೆಸರಿನಿನ್ದ,ೆಸರಿನಿನ್ದ
ಹೊರಳಿಯೊಡೆ,ೊರಳಿಯೊಡೆ
ಹಸ್ತಗಾರಿ,ಸ್ತಗಾರಿ
ಹದ್ದು,ದ್ದು
ಹುಕುಂಗಳು,ುಕುಂಗಳು
ಹುಚ್ಚುದಯ್ರ್ಯಗಳು,ುಚ್ಚುದಯ್ರ್ಯಗಳು
ಹುಡುಗಿಯನ್ತ,ುಡುಗಿಯನ್ತ
ಹೊಂದಿಗೆಗಳು,ೊಂದಿಗೆಗಳು
ಹರಡಿನಿಲ್ಲು,ರಡಿನಿಲ್ಲು
ಹುಳಿಹಿಂಡು,ುಳಿಹಿಂಡು
ಹ್ರಸ್ವವಾದ,್ರಸ್ವವಾದ
ಹೆಡಲು,ೆಡಲು
ಹೆಣ್ಣಾಳ್ಗಳು,ೆಣ್ಣಾಳ್ಗಳು
ಹೊಮ್ಪುಗಳು,ೊಮ್ಪುಗಳು
ಹೇವಯಿಸು,ೇವಯಿಸು
ಹುಳಿಮರ,ುಳಿಮರ
ಹೆಸರಿಗೆ,ೆಸರಿಗೆ
ಹರಿಯುವುದು,ರಿಯುವುದು
ಹೆಗ್ಗಡಜ,ೆಗ್ಗಡಜ
ಹೀಗಳೆಯುವ,ೀಗಳೆಯುವ
ಹರಿಸುತರು,ರಿಸುತರು
ಹಳ್ಳಿಯವನು,ಳ್ಳಿಯವನು
ಹೊರಳುಮಾತುಗಳು,ೊರಳುಮಾತುಗಳು
ಹೊಡೆಯುವ,ೊಡೆಯುವ
ಹೇಸದ,ೇಸದ
ಹೊಂಪುಗೊಳಿಸು,ೊಂಪುಗೊಳಿಸು
ಹಲನುರಿಗ,ಲನುರಿಗ
ಹೊಸೆದುಕೊಣ್ಡಿರುವಿಕೆ,ೊಸೆದುಕೊಣ್ಡಿರುವಿಕೆ
ಹುಡುಗರು,ುಡುಗರು
ಹದಿನೈದುಗಳು,ದಿನೈದುಗಳು
ಹೊಸಗೆರೆ,ೊಸಗೆರೆ
ಹೊರಬೀಳು,ೊರಬೀಳು
ಹೊರಿಸಿ,ೊರಿಸಿ
ಹೂಟಗಾರ,ೂಟಗಾರ
ಹೂ,ಕಾಯಿ,ೂ,ಕಾಯಿ
ಹರಸಿಙ್ಗಾರ,ರಸಿಙ್ಗಾರ
ಹರಿತವಾಗಿರುವಿಕೆಗಳು,ರಿತವಾಗಿರುವಿಕೆಗಳು
ಹಿಮಾಚಲಗಳು,ಿಮಾಚಲಗಳು
ಹೊಗಳಿಕೊಳ್ಳು,ೊಗಳಿಕೊಳ್ಳು
ಹಿರಿಯಾಳು,ಿರಿಯಾಳು
ಹಣ,,ಣ,
ಹಂಚಿದರು.,ಂಚಿದರು.
ಹತ್ತೊಮ್ಬತ್ತು,ತ್ತೊಮ್ಬತ್ತು
ಹಲ್ಲುಹುಳುಕುಗಳು,ಲ್ಲುಹುಳುಕುಗಳು
ಹೋಲಿದ,ೋಲಿದ
ಹಗರೆಗಳು,ಗರೆಗಳು
ಹೆಣ್ಣುಹನ್ದಿಗಳು,ೆಣ್ಣುಹನ್ದಿಗಳು
ಹಾಸುಮಂಚ,ಾಸುಮಂಚ
ಹೈಕಳು,ೈಕಳು
ಹೊರದೇಶ,ೊರದೇಶ
ಹಾರ್ನ್,ಾರ್ನ್
ಹಿನ್ದೆಹಾಕು,ಿನ್ದೆಹಾಕು
ಹಂದರವಾದ,ಂದರವಾದ
ಹಣೆಗಣ್ಣ,ಣೆಗಣ್ಣ
ಹೊಂದಿಕೆಯಾಗದಿರುವಿಕೆಗಳು,ೊಂದಿಕೆಯಾಗದಿರುವಿಕೆಗಳು
ಹೊಂಗೋಟೆಗಳು,ೊಂಗೋಟೆಗಳು
ಹಿನ್ದುಗಳು,ಿನ್ದುಗಳು
ಹೇಳಬಾರದ,ೇಳಬಾರದ
ಹಲುಬೆಗಳು,ಲುಬೆಗಳು
ಹೆಡಮುರಿಕೆಕಟ್ಟು,ೆಡಮುರಿಕೆಕಟ್ಟು
ಹೊರಮಯ್ಯಲ್ಲಿ,ೊರಮಯ್ಯಲ್ಲಿ
ಹರ್ನಿಯಗಳು,ರ್ನಿಯಗಳು
ಹೆಗಲೇರಿ,ೆಗಲೇರಿ
ಹಿಡಿಗೋಲು,ಿಡಿಗೋಲು
ಹೊಡವಡಿಕೆ,ೊಡವಡಿಕೆ
ಹೆಗ್ಗು,ೆಗ್ಗು
ಹುಲ್ಗುಡಿಲು,ುಲ್ಗುಡಿಲು
ಹೋಗುವುದನ್ನು,ೋಗುವುದನ್ನು
ಹೊಡೆತ,ೊಡೆತ
ಹಬ್ಬಕ್ಕ,ಬ್ಬಕ್ಕ
ಹಿಂದಿರುವ,ಿಂದಿರುವ
ಹೇಲ್,ೇಲ್
ಹಿಡಿಮನ್ದಿ,ಿಡಿಮನ್ದಿ
ಹೊಡೆಮಗ್ಗು,ೊಡೆಮಗ್ಗು
ಹೃದಯಸ್ತ,ೃದಯಸ್ತ
ಹೊತ್ತುಗಳ್ಳ,ೊತ್ತುಗಳ್ಳ
ಹೆಗ್ಗಣ್ಣು,ೆಗ್ಗಣ್ಣು
ಹೆದ್ದಟ್ಟು,ೆದ್ದಟ್ಟು
ಹೊಂಬೆಸಗಳು,ೊಂಬೆಸಗಳು
ಹೆಗ್ಗುಳ್ಳದ,ೆಗ್ಗುಳ್ಳದ
ಹವ್ಸು,ವ್ಸು
ಹೊನ್ದಿದ,ೊನ್ದಿದ
ಹೆಣಿಗೆಚೀಲಗಳು,ೆಣಿಗೆಚೀಲಗಳು
ಹುಳಿಕಳೆಯಿನ,ುಳಿಕಳೆಯಿನ
ಹಕ್ಕಿಯರಸರು,ಕ್ಕಿಯರಸರು
ಹುಟ್ಟಿನಿಂದಲೆ,ುಟ್ಟಿನಿಂದಲೆ
ಹಿಣ್ಡಿಗಳು,ಿಣ್ಡಿಗಳು
ಹೆಚ್ಚಿಸಿತ್ತು,ೆಚ್ಚಿಸಿತ್ತು
ಹುರ್ಜಿಗಳು,ುರ್ಜಿಗಳು
ಹರೆ,ರೆ
ಹಾಲಗುಂಬಳ,ಾಲಗುಂಬಳ
ಹಳಿವುಗಳು,ಳಿವುಗಳು
ಹೇಸರಗತ್ತೆಗಳು,ೇಸರಗತ್ತೆಗಳು
ಹೊಂದಿದವನು,ೊಂದಿದವನು
ಹೆರತೊಲಗು,ೆರತೊಲಗು
ಹಿಡಿತದಲ್ಲಿಟ್ಟುಕೊ,ಿಡಿತದಲ್ಲಿಟ್ಟುಕೊ
ಹಿಂದಕ್ಕೆಕೇಳು,ಿಂದಕ್ಕೆಕೇಳು
ಹೇಳ್ತಾ,ೇಳ್ತಾ
ಹೊರತುಪಡಿಕೆಯಿಲ್ಲದ,ೊರತುಪಡಿಕೆಯಿಲ್ಲದ
ಹಿಗ್ಗುಬಟ್ಟೆಗಳು,ಿಗ್ಗುಬಟ್ಟೆಗಳು
ಹೂಸುಗಳು,ೂಸುಗಳು
ಹುರಿಮಳಲುಗಳು,ುರಿಮಳಲುಗಳು
ಹುರಿಯಿಸು,ುರಿಯಿಸು
ಹೋಗುವುದು,,ೋಗುವುದು,
ಹಳುಕುಗಳು,ಳುಕುಗಳು
ಹಾಡುಕಟ್ಟುಗ,ಾಡುಕಟ್ಟುಗ
ಹೊಂದಿಕೆಯಾಗದಿರುವಿಕೆ,ೊಂದಿಕೆಯಾಗದಿರುವಿಕೆ
ಹುಟ್ಟಾ,ುಟ್ಟಾ
ಹರಿಗೆಕಾಱ,ರಿಗೆಕಾಱ
ಹೊಣ್ಡಗಳು,ೊಣ್ಡಗಳು
ಹೊರಗೋಡೆ,ೊರಗೋಡೆ
ಹುಡುಕಿಸು,ುಡುಕಿಸು
ಹಿರಿಯಳು,ಿರಿಯಳು
ಹುಲಿಕಲ್ಲು,ುಲಿಕಲ್ಲು
ಹೆಚ್ಚಿನವು,ೆಚ್ಚಿನವು
ಹರಿತವಾಗುವಂತೆ,ರಿತವಾಗುವಂತೆ
ಹುಗಿತಗಳು,ುಗಿತಗಳು
ಹೃಷಿಕಪ,ೃಷಿಕಪ
ಹುಡುಕುದಿಟ್ಟಿ,ುಡುಕುದಿಟ್ಟಿ
ಹೊಡೆಯಲ್ಲಿ,ೊಡೆಯಲ್ಲಿ
ಹೊಯ್ಚೆಂಡಾಡು,ೊಯ್ಚೆಂಡಾಡು
ಹದಿನೇಳ್ಗಳು,ದಿನೇಳ್ಗಳು
ಹೆಣ್ಣುಗುದುರೆಗಳು,ೆಣ್ಣುಗುದುರೆಗಳು
ಹಳಮಾಡು,ಳಮಾಡು
ಹೆಸರುಗಳನ್ನು,ೆಸರುಗಳನ್ನು
ಹಡಿಲುಬಿಟ್ಟ,ಡಿಲುಬಿಟ್ಟ
ಹಾಳಿಗೆಡು,ಾಳಿಗೆಡು
ಹೊರಸೂಸುವ,ೊರಸೂಸುವ
ಹಿಡಿಗೆಗಳು,ಿಡಿಗೆಗಳು
ಹೊರೆಕಟ್ಟಿ,ೊರೆಕಟ್ಟಿ
ಹುಣುಮೆಗಳು,ುಣುಮೆಗಳು
ಹುಡುಗಿಯಂಥ,ುಡುಗಿಯಂಥ
ಹಾಗಿದ್ದಾಳೆ.,ಾಗಿದ್ದಾಳೆ.
ಹಿಂಸೆಯಾಗುವಂತೆ,ಿಂಸೆಯಾಗುವಂತೆ
ಹೀನಾರ್ತ,ೀನಾರ್ತ
ಹತ್ತಗಟ್ಟುಗಳು,ತ್ತಗಟ್ಟುಗಳು
ಹಾರ್ಡ್‍ಕಾಪಿ,ಾರ್ಡ್‍ಕಾಪಿ
ಹೆಬ್ಬೆ,ೆಬ್ಬೆ
ಹತ್ತುನೂರುಗಳು,ತ್ತುನೂರುಗಳು
ಹೊಯ್ಮಾಲೆ,ೊಯ್ಮಾಲೆ
ಹದಿನಾರನೆಯ,ದಿನಾರನೆಯ
ಹರಳ,ರಳ
ಹೆಜ್ಜೆಯಲ್ಲಿ,ೆಜ್ಜೆಯಲ್ಲಿ
ಹೇಳುಗರು,ೇಳುಗರು
ಹೂಡಿ,ೂಡಿ
ಹೊರತಾದವನು,ೊರತಾದವನು
ಹೊಸನೀರು,ೊಸನೀರು
ಹಿನ್ದುಗೊಳ್,ಿನ್ದುಗೊಳ್
ಹೊರಗಡೆ,ೊರಗಡೆ
ಹಣವುಳ್ಳ,ಣವುಳ್ಳ
ಹೊರಸಂಸ್ತೆ,ೊರಸಂಸ್ತೆ
ಹೊಂದಿಕೊಂಡಿರು,ೊಂದಿಕೊಂಡಿರು
ಹುಡುಕಾಟ,ುಡುಕಾಟ
ಹಾವಞ್ಚೆ,ಾವಞ್ಚೆ
ಹೊಙ್ಗು,ೊಙ್ಗು
ಹೊರಮಯ್ಗಳು,ೊರಮಯ್ಗಳು
ಹಲ್ಲುಮಿಡಿ,ಲ್ಲುಮಿಡಿ
ಹತ್ತತ್ತಿ,ತ್ತತ್ತಿ
ಹೆಣಭಾರಗಳು,ೆಣಭಾರಗಳು
ಹೇಳಿಬಿಡುತ್ತೇನೆ,ೇಳಿಬಿಡುತ್ತೇನೆ
ಹುಯ್,ುಯ್
ಹಸ್ತಗುಣ,ಸ್ತಗುಣ
ಹಾದಿಸವೆಸು,ಾದಿಸವೆಸು
ಹರಿಸುವಿಕೆಗಳು,ರಿಸುವಿಕೆಗಳು
ಹಾಡಗಗಳು,ಾಡಗಗಳು
ಹೆರ್ಗಡಲ್,ೆರ್ಗಡಲ್
ಹುರಿದುಂಬಿಕೆಗಳು,ುರಿದುಂಬಿಕೆಗಳು
ಹಸಿಕಟ್ಟಿಗೆ,ಸಿಕಟ್ಟಿಗೆ
ಹೆಜ್ಜೆ,ೆಜ್ಜೆ
ಹದುಡು,ದುಡು
ಹಾಕುತ್ತಾರೆ,ಾಕುತ್ತಾರೆ
ಹುಚ್ಚಹತ್ತಿ,ುಚ್ಚಹತ್ತಿ
ಹೊಂದುವದು,ೊಂದುವದು
ಹಾಡುಗಳನ್ನು,ಾಡುಗಳನ್ನು
ಹತ್ತುವಾಗ,ತ್ತುವಾಗ
ಹಾದರಿಗ,ಾದರಿಗ
ಹೊಣೆಯುಳ್ಳ,ೊಣೆಯುಳ್ಳ
ಹಿಡಿತದಲ್ಲಿರುವ,ಿಡಿತದಲ್ಲಿರುವ
ಹರಿಯುತ್ತಿತ್ತು,ರಿಯುತ್ತಿತ್ತು
ಹೆಙ್ಗಸಿನನ್ಥ,ೆಙ್ಗಸಿನನ್ಥ
ಹೊತ್ತಲ್ಲಿ,ೊತ್ತಲ್ಲಿ
ಹುರಿಬಾಡು,ುರಿಬಾಡು
ಹಿಂಗತಿಗಳು,ಿಂಗತಿಗಳು
ಹಲ್ಕಿರಿ,ಲ್ಕಿರಿ
ಹಾನಿಗೊಳಿಸು,ಾನಿಗೊಳಿಸು
ಹೋಗಿರು,ೋಗಿರು
ಹಗ್ಗ,ಗ್ಗ
ಹಾಲಿಳಿಯುವಿಕೆಗಳು,ಾಲಿಳಿಯುವಿಕೆಗಳು
ಹುಣಿಸೇಬೀಜ,ುಣಿಸೇಬೀಜ
ಹಸಲೆಗತ್ತರಿಗಳು,ಸಲೆಗತ್ತರಿಗಳು
ಹಳಸಲು,ಳಸಲು
ಹೊರಕುಳಿಯಾಗಿರು,ೊರಕುಳಿಯಾಗಿರು
ಹಿಮಾನಿ,ಿಮಾನಿ
ಹಿರಣ್ಯಗರ್ಣರು,ಿರಣ್ಯಗರ್ಣರು
ಹಣ್ಣನ್ನು,ಣ್ಣನ್ನು
ಹತ್ತಿಹೊಂದಿದವಳು,ತ್ತಿಹೊಂದಿದವಳು
ಹೂಳುಸುಬು,ೂಳುಸುಬು
ಹಲಸು,ಲಸು
ಹುಡಾಯಿ,ುಡಾಯಿ
ಹುರಿಗಡಲೆಗಳು,ುರಿಗಡಲೆಗಳು
ಹೊಂದಾಣಿಕೆಯಿಲ್ಲದೆ,ೊಂದಾಣಿಕೆಯಿಲ್ಲದೆ
ಹಿನ್ತಲೆ,ಿನ್ತಲೆ
ಹಿತಕಾರಿಗಳು,ಿತಕಾರಿಗಳು
ಹೊನ್ದು,ೊನ್ದು
ಹೊಗೆಯಿನ್ದ,ೊಗೆಯಿನ್ದ
ಹೆಪ್ಪಿಡಿಸು,ೆಪ್ಪಿಡಿಸು
ಹೊನಲೇಳು,ೊನಲೇಳು
ಹತ್ತುರಥಗಳನ್ನು,ತ್ತುರಥಗಳನ್ನು
ಹಿಡಿತಡೆ,ಿಡಿತಡೆ
ಹೋಕಾಯಂತ್ರ,ೋಕಾಯಂತ್ರ
ಹತ್ತಿರದವರು,ತ್ತಿರದವರು
ಹನಿಗಳ,ನಿಗಳ
ಹಾಡುತಣ್ಡ,ಾಡುತಣ್ಡ
ಹುಕುಮುಗಳು,ುಕುಮುಗಳು
ಹವನ,ವನ
ಹಲ್ಲುಗಾಜುಹುಟ್ಟುಕಣ,ಲ್ಲುಗಾಜುಹುಟ್ಟುಕಣ
ಹಾಗಿರುವ,ಾಗಿರುವ
ಹೊರಳಿಕೊ,ೊರಳಿಕೊ
ಹಿಡಿಚಂಡು,ಿಡಿಚಂಡು
ಹಣಾಭಾವದ,ಣಾಭಾವದ
ಹೆಚ್ಚೆಣಿಕೆ,ೆಚ್ಚೆಣಿಕೆ
ಹೋದುದು,ೋದುದು
ಹುದುವು,ುದುವು
ಹೊರಚಾಚಿರುವ,ೊರಚಾಚಿರುವ
ಹೋರಾಟಕ್ಕಾಗಿ,ೋರಾಟಕ್ಕಾಗಿ
ಹಾರಿಸುವುದರಲ್ಲಿ,ಾರಿಸುವುದರಲ್ಲಿ
ಹುಲ್ಲೆಕರು,ುಲ್ಲೆಕರು
ಹೃದಮ್ಬರವಾಸಿನಿ,ೃದಮ್ಬರವಾಸಿನಿ
ಹಿಂಸಕ,ಿಂಸಕ
ಹುಣ್ಣಿಮೆ,ುಣ್ಣಿಮೆ
ಹಿಂಡಿ,ಿಂಡಿ
ಹರಿಹಯ,ರಿಹಯ
ಹೊರರೂಪ,ೊರರೂಪ
ಹರಳೆ,ರಳೆ
ಹಾರಿಕೆಮಾತು,ಾರಿಕೆಮಾತು
ಹಣಕೊಟ್ಟು,ಣಕೊಟ್ಟು
ಹುಯಿಲುಗಳು,ುಯಿಲುಗಳು
ಹಾಕೋ,ಾಕೋ
ಹೇರಂಬರು,ೇರಂಬರು
ಹಸುರ್ಗೂಳ್,ಸುರ್ಗೂಳ್
ಹಸಿದಡ್ಡ,ಸಿದಡ್ಡ
ಹೆಚ್ಚಾಗಿರುವ,,ೆಚ್ಚಾಗಿರುವ,
ಹೆರಿಗೆಯಾದ,ೆರಿಗೆಯಾದ
ಹರ್ಷಾಂಬುಗಳು,ರ್ಷಾಂಬುಗಳು
ಹೋತ,ೋತ
ಹೇಳುತ್ತಾನೆ,ೇಳುತ್ತಾನೆ
ಹಾಕಿರಿಸಿದ,ಾಕಿರಿಸಿದ
ಹರಳ್ಕಣಕೊರೆ,ರಳ್ಕಣಕೊರೆ
ಹುಟ್ಟುಗೆಡಿಸು,ುಟ್ಟುಗೆಡಿಸು
ಹೆದ್ರ್ತಾರೆ?,ೆದ್ರ್ತಾರೆ?
ಹಾಕಿ.,ಾಕಿ.
ಹುರುಪಿ,ುರುಪಿ
ಹಲ್ತಿಗುರಿ,ಲ್ತಿಗುರಿ
ಹೊರಳೆ,ೊರಳೆ
ಹರಿಮುಕಿ,ರಿಮುಕಿ
ಹೊಱಕಯ್,ೊಱಕಯ್
ಹೋರಾಟ,,ೋರಾಟ,
ಹೃದಯಙ್ಗೊಳ್ಳು,ೃದಯಙ್ಗೊಳ್ಳು
ಹದತಣಿಸು,ದತಣಿಸು
ಹೆಣಪ್ರೇಮ,ೆಣಪ್ರೇಮ
ಹಾಯ್ದ,ಾಯ್ದ
ಹೊರಸಿ,ೊರಸಿ
ಹೊಕ್ಕುಒಳಗು,ೊಕ್ಕುಒಳಗು
ಹಂಡೆಗೊಡ್ಗತಿ,ಂಡೆಗೊಡ್ಗತಿ
ಹುಳುಕ,ುಳುಕ
ಹಟಸ್ವಬಾವ,ಟಸ್ವಬಾವ
ಹೋರಾಟ,ೋರಾಟ
ಹೊಙ್ಗೆಗಳು,ೊಙ್ಗೆಗಳು
ಹೊಞ್ಚು,ೊಞ್ಚು
ಹನ್ನೊನ್ದುಗಳು,ನ್ನೊನ್ದುಗಳು
ಹಿಮಸಂಹತಿ,ಿಮಸಂಹತಿ
ಹಾಕು!,ಾಕು!
ಹಸ್ತಸಾಮುದ್ರಿಕ,ಸ್ತಸಾಮುದ್ರಿಕ
ಹನ್ದಲಾಗದ,ನ್ದಲಾಗದ
ಹೊರಳಿಕೆ,ೊರಳಿಕೆ
ಹುರುಪುಳ್ಳ,ುರುಪುಳ್ಳ
ಹಲ್ಲುಬಾರಿಸು,ಲ್ಲುಬಾರಿಸು
ಹುರಿಗೆಡು,ುರಿಗೆಡು
ಹೆಣಗಾಡು,ೆಣಗಾಡು
ಹುಣಸೆಮರದಲ್ಲಿ,ುಣಸೆಮರದಲ್ಲಿ
ಹವಣಿನತುತ್ತಹುದೇ,ವಣಿನತುತ್ತಹುದೇ
ಹರಿಗೆಕಾರ,ರಿಗೆಕಾರ
ಹೊರದೂಡು,ೊರದೂಡು
ಹೋರಟೆಗೆ.,ೋರಟೆಗೆ.
ಹುಳಿಮಾಡುವಿಕೆ,ುಳಿಮಾಡುವಿಕೆ
ಹಾಲವಕ್ಕಿಗಳು,ಾಲವಕ್ಕಿಗಳು
ಹಸಿರು,ಸಿರು
ಹಿಮ್ಬರೆ,ಿಮ್ಬರೆ
ಹಂತಗಳಿವು,ಂತಗಳಿವು
ಹೊನ್ದಿಕೆ,ೊನ್ದಿಕೆ
ಹೆಙ್ಗುದುರೆಗಳು,ೆಙ್ಗುದುರೆಗಳು
ಹಂದೊಗಲ್ಗಳು,ಂದೊಗಲ್ಗಳು
ಹರಟೆ,ರಟೆ
ಹೊನ್ನನ್ದಣಗಳು,ೊನ್ನನ್ದಣಗಳು
ಹಣಮುಟ್ಟು,ಣಮುಟ್ಟು
ಹರಸಿ,ರಸಿ
ಹೊಙ್ಗೊಡೆಗಳು,ೊಙ್ಗೊಡೆಗಳು
ಹೊಸತಾಗು,ೊಸತಾಗು
ಹಲ್ಕಾ,ಲ್ಕಾ
ಹೆಸರಾಗಿ,ೆಸರಾಗಿ
ಹುಲುಗಲಗಳು,ುಲುಗಲಗಳು
ಹೇಳ್,ೇಳ್
ಹುರುಕಾಗಿರುವಿಕೆಗಳು,ುರುಕಾಗಿರುವಿಕೆಗಳು
ಹಿಂಬಾಲಿಸು,ಿಂಬಾಲಿಸು
ಹದಗೊಳಿಸದಿರುವಿಕೆಗಳು,ದಗೊಳಿಸದಿರುವಿಕೆಗಳು
ಹತ್ತಾರು,ತ್ತಾರು
ಹೀಯು,ೀಯು
ಹೊರಬರುತ್ತಿದ್ದವು,ೊರಬರುತ್ತಿದ್ದವು
ಹದ್ದಿನಂತೆ,ದ್ದಿನಂತೆ
ಹೋಟಿಗಳು,ೋಟಿಗಳು
ಹಾಳೆಯಚ್ಚು,ಾಳೆಯಚ್ಚು
ಹೊಙ್ಗಾರೆ,ೊಙ್ಗಾರೆ
ಹಂದಿಮೀನು,ಂದಿಮೀನು
ಹಿಮ್ಮುಕ,ಿಮ್ಮುಕ
ಹುಟ್ಟಿಲ್ಲದುದು,ುಟ್ಟಿಲ್ಲದುದು
ಹೊಸಬಾವನೆಗಳನ್ನುಣ್ಟುಮಾಡು,ೊಸಬಾವನೆಗಳನ್ನುಣ್ಟುಮಾಡು
ಹುಣ್ಣು,,ುಣ್ಣು,
ಹೊಳೆಕುದುರು,ೊಳೆಕುದುರು
ಹಿಂದೊಡೆತಗಳು,ಿಂದೊಡೆತಗಳು
ಹೊಚ್ಚಹೊಸ,ೊಚ್ಚಹೊಸ
ಹೊಗದ,ೊಗದ
ಹೇಳಿಕೆಕೊಡು,ೇಳಿಕೆಕೊಡು
ಹೊಡಸೆಂಡುಗಳು,ೊಡಸೆಂಡುಗಳು
ಹೊನ್ದುವಿಕೆಗಳು,ೊನ್ದುವಿಕೆಗಳು
ಹೆಬ್ಬೆಟ್ಟುಗಳು,ೆಬ್ಬೆಟ್ಟುಗಳು
ಹಙ್ಗುದೊರೆ,ಙ್ಗುದೊರೆ
ಹಿಂದಿನದು.,ಿಂದಿನದು.
ಹಾಕಿಕೊಡು,ಾಕಿಕೊಡು
ಹೈನುದನ,ೈನುದನ
ಹೆಣ್ಣೊಡಲ್ಗಳು,ೆಣ್ಣೊಡಲ್ಗಳು
ಹೊಲಗಾಹಿಗಳು,ೊಲಗಾಹಿಗಳು
ಹಿಡಿಯುವಂಥ,ಿಡಿಯುವಂಥ
ಹಜಾರಗಳು,ಜಾರಗಳು
ಹಣ್ಣಾಗುವಿಕೆಗಳು,ಣ್ಣಾಗುವಿಕೆಗಳು
ಹೊರೆಯಲು,ೊರೆಯಲು
ಹೊರಿಸುವುದು,ೊರಿಸುವುದು
ಹೊನ್ದಾಳೆಗಳು,ೊನ್ದಾಳೆಗಳು
