ಪಾಶವೀಕೃತ್ಯ,ಾಶವೀಕೃತ್ಯ
ಪ್ರಾದೇಶ,್ರಾದೇಶ
ಪೆರೆ,ೆರೆ
ಪಂಪಾಲಯಗಳು,ಂಪಾಲಯಗಳು
ಪೋಷಕವಸ್ತುಗಳು,ೋಷಕವಸ್ತುಗಳು
ಪುನರ್,ುನರ್
ಪುರಸಭೆಗಳು,ುರಸಭೆಗಳು
ಪ್ರಣಿಪಾತ,್ರಣಿಪಾತ
ಪೊಙ್ಗೊಡೆ,ೊಙ್ಗೊಡೆ
ಪಕ್ಷಿನೋಟಗಳು,ಕ್ಷಿನೋಟಗಳು
ಪಯಿರು,ಯಿರು
ಪ್ರಾಣಾಧಿಕಾರಿ,್ರಾಣಾಧಿಕಾರಿ
ಪ್ರಾಂತಾಧಿಕಾರ,್ರಾಂತಾಧಿಕಾರ
ಪ್ರಧ್ವಂಸ,್ರಧ್ವಂಸ
ಪಿಸುಮಾತನಾಡು,ಿಸುಮಾತನಾಡು
ಪಿಸುನುಡಿ,ಿಸುನುಡಿ
ಪಳಪಳ,ಳಪಳ
ಪೆಂಡ್ಯ,ೆಂಡ್ಯ
ಪಿಚ್ಗೊಡ್ಲಿ,ಿಚ್ಗೊಡ್ಲಿ
ಪುಂಡೇಳ್,ುಂಡೇಳ್
ಪಳ್ಳೆ,ಳ್ಳೆ
ಪಱುವಿನಾಡು,ಱುವಿನಾಡು
ಪಂದಿಮೀನುಗಳು,ಂದಿಮೀನುಗಳು
ಪೌಜುಗಳು,ೌಜುಗಳು
ಪ್ರವಾಹ,,್ರವಾಹ,
ಪ್ರಾಣನಾತ,್ರಾಣನಾತ
ಪರುಕು,ರುಕು
ಪವ್ರ,ವ್ರ
ಪಾಶಾಷ್ಟಕ,ಾಶಾಷ್ಟಕ
ಪತ್ರಿಕೆಯಲ್ಲಿ,ತ್ರಿಕೆಯಲ್ಲಿ
ಪ್ರದ್ಯೋತಿ,್ರದ್ಯೋತಿ
ಪಾರ್ವತೀಪತಿ,ಾರ್ವತೀಪತಿ
ಪಾವತಿ,ಾವತಿ
ಪಾಯ್ತರ್,ಾಯ್ತರ್
ಪರಶಿ,ರಶಿ
ಪರಾಗಕೋಶ,ರಾಗಕೋಶ
ಪ್ರವರ್ತಕನಾಗು,್ರವರ್ತಕನಾಗು
ಪ್ರವ್ಡತೆ,್ರವ್ಡತೆ
ಪೂರಯ್ಸಿದ,ೂರಯ್ಸಿದ
ಪಙ್ಗುತನ,ಙ್ಗುತನ
ಪಣ್ಟೆಗಳು,ಣ್ಟೆಗಳು
ಪ್ರಿಸಂ,್ರಿಸಂ
ಪೊಙ್ಗರಿ,ೊಙ್ಗರಿ
ಪೂರ್ವಾಪರಕ್ರಮ,ೂರ್ವಾಪರಕ್ರಮ
ಪತ್ತೆಮಾಡು,ತ್ತೆಮಾಡು
ಪ್ರತಿಫಲಾಪೇಕ್ಷೆಯಿಲ್ಲದೆ,್ರತಿಫಲಾಪೇಕ್ಷೆಯಿಲ್ಲದೆ
ಪ್ರತಿಷ್ಟಾಪೂಜೆ,್ರತಿಷ್ಟಾಪೂಜೆ
ಪಾಣಿಭಾತು,ಾಣಿಭಾತು
ಪಿಶಾಚ,ಿಶಾಚ
ಪ್ರಸಾಧನ,್ರಸಾಧನ
ಪಚ್ಚುಕುಡು,ಚ್ಚುಕುಡು
ಪಸೆಗೊಳಿಸು,ಸೆಗೊಳಿಸು
ಪೊಸಗಾರು,ೊಸಗಾರು
ಪಂಚನದ,ಂಚನದ
ಪಾಪದಿನ್ದ,ಾಪದಿನ್ದ
ಪುಟ್ಟುಗುರುಡ,ುಟ್ಟುಗುರುಡ
ಪಞ್ಚಸೂನಶರನಪಿತ,ಞ್ಚಸೂನಶರನಪಿತ
ಪ್ರೇಷಕ,್ರೇಷಕ
ಪತಿವ್ರತ್ಯವುಳ್ಳವಳು,ತಿವ್ರತ್ಯವುಳ್ಳವಳು
ಪಾಪನಾಶನ,ಾಪನಾಶನ
ಪಹರೆದಳದವನು,ಹರೆದಳದವನು
ಪೂಜ್ಯನಾದವನು,ೂಜ್ಯನಾದವನು
ಪಕ್ಷವನ್ನೂ,ಕ್ಷವನ್ನೂ
ಪುಸಲಾಯಿಸು,ುಸಲಾಯಿಸು
ಪಿಶಾಚಿಗೆ,ಿಶಾಚಿಗೆ
ಪೊಳ್ಳುನುಡಿಗಳು,ೊಳ್ಳುನುಡಿಗಳು
ಪದವನ್ನು,ದವನ್ನು
ಪಂಪಾದೇವಿ,ಂಪಾದೇವಿ
ಪರಿಸರಗಳಲ್ಲಿ,ರಿಸರಗಳಲ್ಲಿ
ಪೌರುಷವಿಲ್ಲದವನು,ೌರುಷವಿಲ್ಲದವನು
ಪುನರ್ಜನ್ಮಗಳು,ುನರ್ಜನ್ಮಗಳು
ಪ್ರಶಸ್ತಿ,,್ರಶಸ್ತಿ,
ಪ್ರವೇಶಧನ,್ರವೇಶಧನ
ಪದದಂತೆ,ದದಂತೆ
ಪ್ರವೀಣನಾದ,್ರವೀಣನಾದ
ಪೊಗಳ್ಕೆ,ೊಗಳ್ಕೆ
ಪಾಂಡವಬಂಧು,ಾಂಡವಬಂಧು
ಪೆರ್ಬಯಲ್,ೆರ್ಬಯಲ್
ಪಂಚಾಂಗ,ಂಚಾಂಗ
ಪ್ರಜನನ,್ರಜನನ
ಪಾಲ್ಗೊಂಡು,ಾಲ್ಗೊಂಡು
ಪರೋಪಕಾರ,ರೋಪಕಾರ
ಪಯೋನಿಧಿಸುತೆ,ಯೋನಿಧಿಸುತೆ
ಪ್ರಮಾಣವೆನ್ದು,್ರಮಾಣವೆನ್ದು
ಪ್ರಕಾಶಮಾನವಾದ,್ರಕಾಶಮಾನವಾದ
ಪಾಡುಕಾಯಿ,ಾಡುಕಾಯಿ
ಪಚ್ಚಾರ,ಚ್ಚಾರ
ಪೆರ್ಬಂದಿ,ೆರ್ಬಂದಿ
ಪಣ್ಡಿತರುಗಳು,ಣ್ಡಿತರುಗಳು
ಪಾಷಂಡವಾದ,ಾಷಂಡವಾದ
ಪಾಲ್ಗುಮ್ಬಳ,ಾಲ್ಗುಮ್ಬಳ
ಪುರವಣಿಗಳು,ುರವಣಿಗಳು
ಪಾತ್ರೆ,,ಾತ್ರೆ,
ಪ್ರದಾತ,್ರದಾತ
ಪಸಿಪಾಪ,ಸಿಪಾಪ
ಪ್ಯಾಕಿಂಗ್‌,್ಯಾಕಿಂಗ್‌
ಪರಿತ್ಯಜಿಸುವವ,ರಿತ್ಯಜಿಸುವವ
ಪ್ರೀತಿಸು,್ರೀತಿಸು
ಪ್ರತಿಪುಟದಲ್ಲೂ,್ರತಿಪುಟದಲ್ಲೂ
ಪಞ್ಜೆಯಾಗಿರು,ಞ್ಜೆಯಾಗಿರು
ಪಳಗುವಿಕೆ,ಳಗುವಿಕೆ
ಪಿಂದೊಡೆ,ಿಂದೊಡೆ
ಪುಳುಂಬು,ುಳುಂಬು
ಪೌರನೀತಿ,ೌರನೀತಿ
ಪಂಜೆ,ಂಜೆ
ಪಾದದೂಳಿ,ಾದದೂಳಿ
ಪಕ್ಕದ,ಕ್ಕದ
ಪಾಲುಮಾಡು,ಾಲುಮಾಡು
ಪಾತಿಗಳು,ಾತಿಗಳು
ಪಿಡುಗು,ಿಡುಗು
ಪೊಟ್ಟೆಕಿರ್ಚು,ೊಟ್ಟೆಕಿರ್ಚು
ಪ್ರಕಾಶಗ್ರಾಹಿ,್ರಕಾಶಗ್ರಾಹಿ
ಪಟುಭಟ,ಟುಭಟ
ಪಣಿತಲ್ಪ,ಣಿತಲ್ಪ
ಪ್ರತಿವಾದಿ,್ರತಿವಾದಿ
ಪಾರ್ವೇಂಟೆ,ಾರ್ವೇಂಟೆ
ಪೇರಣಿಗಳು,ೇರಣಿಗಳು
ಪ್ರೋತ್ಸಾಹ,,್ರೋತ್ಸಾಹ,
ಪ್ರೇಕ್ಷಿಸು,್ರೇಕ್ಷಿಸು
ಪರಿವೃತವಾದ,ರಿವೃತವಾದ
ಪಡಿಸಿದರೂ,ಡಿಸಿದರೂ
ಪ್ರಮೇಯ,್ರಮೇಯ
ಪಟ್ಟಪಱಿ,ಟ್ಟಪಱಿ
ಪಣ್ಫಲ,ಣ್ಫಲ
ಪಞ್ಚವರ್ಷ,ಞ್ಚವರ್ಷ
ಪ್ರಮೋಚಂತಿ,್ರಮೋಚಂತಿ
ಪೋಕುಗಳು,ೋಕುಗಳು
ಪರಿಸ್ಥಿತಿಗಳು,ರಿಸ್ಥಿತಿಗಳು
ಪೊಗಡ,ೊಗಡ
ಪುರುಷಯೋಗ್ಯ,ುರುಷಯೋಗ್ಯ
ಪೊಂಗರಿ,ೊಂಗರಿ
ಪಿಂ,ಿಂ
ಪಲಂಬರು,ಲಂಬರು
ಪರರಸ್ವರೂಪ,ರರಸ್ವರೂಪ
ಪದಾಕ್ರಾಂತ,ದಾಕ್ರಾಂತ
ಪಲ್ದಿನ್,ಲ್ದಿನ್
ಪ್ರವೇಶವಿಲ್ಲ,್ರವೇಶವಿಲ್ಲ
ಪಡಗು,ಡಗು
ಪುಲಿವಟೆ,ುಲಿವಟೆ
ಪಟ್ಯಪುಸ್ತಕಗಳು,ಟ್ಯಪುಸ್ತಕಗಳು
ಪೊರೆವೋಗು,ೊರೆವೋಗು
ಪಸುರ್ವುಲ್,ಸುರ್ವುಲ್
ಪಯೋಜಜಾಣ್ಡಗಳು,ಯೋಜಜಾಣ್ಡಗಳು
ಪಞ್ಚಗುಣ್ಡಿಗೆಗಳು,ಞ್ಚಗುಣ್ಡಿಗೆಗಳು
ಪಾರ್ಶ್ವ,ಾರ್ಶ್ವ
ಪೀಳಿಮಾರ‍್ಪು,ೀಳಿಮಾರ‍್ಪು
ಪಿನ್ನಿವಾಲ,ಿನ್ನಿವಾಲ
ಪೊರೆಪುಗಳು,ೊರೆಪುಗಳು
ಪಂತೋಜಿ,ಂತೋಜಿ
ಪಂದಿದಲೆಗಳು,ಂದಿದಲೆಗಳು
ಪಟಕಣ್ಣಿ,ಟಕಣ್ಣಿ
ಪರಿಗಣಿಸುವ,ರಿಗಣಿಸುವ
ಪೋಟಾಧ್ಯಾಯ,ೋಟಾಧ್ಯಾಯ
ಪ್ರಾಪಂಚಿಕ,್ರಾಪಂಚಿಕ
ಪುದವಟ್ಟು,ುದವಟ್ಟು
ಪರಿಗಣಿಸದೆ,ರಿಗಣಿಸದೆ
ಪುರುಷಾರ್ತವಾದ,ುರುಷಾರ್ತವಾದ
ಪ್ರಜ್ಞಾವನ್ತ,್ರಜ್ಞಾವನ್ತ
ಪೃಚ್ಛೆ,ೃಚ್ಛೆ
ಪೂರ್ವಸ್ಮರಣೆ,ೂರ್ವಸ್ಮರಣೆ
ಪೊತ್ತಾರೆ,ೊತ್ತಾರೆ
ಪ್ರತಿಹಾರ,್ರತಿಹಾರ
ಪಟಾಕಿ,ಟಾಕಿ
ಪ್ರಸ್ತಾವಗಳು,್ರಸ್ತಾವಗಳು
ಪರಾಬವಗೊಳಿಸು,ರಾಬವಗೊಳಿಸು
ಪಿಶಙ್ಗ,ಿಶಙ್ಗ
ಪೊರವಲಯ,ೊರವಲಯ
ಪ್ರಾಣದಾಯಕ,್ರಾಣದಾಯಕ
ಪಟ್ಟಮಹಿಷಿ,ಟ್ಟಮಹಿಷಿ
ಪರಾತ್ಪರ,ರಾತ್ಪರ
ಪರ್ಪಟಕ,ರ್ಪಟಕ
ಪಙ್ಕ,ಙ್ಕ
ಪುಷ್ಟವಾಗು,ುಷ್ಟವಾಗು
ಪರಬಾರೆಮಾಡು,ರಬಾರೆಮಾಡು
ಪಾರಿ,ಾರಿ
ಪಕ್ಷಿಗಳಂತೆ,ಕ್ಷಿಗಳಂತೆ
ಪಳಗಿ,ಳಗಿ
ಪೊಗರಿಳಿಸು,ೊಗರಿಳಿಸು
ಪ್ರಾಚೀನಮು,್ರಾಚೀನಮು
ಪತ್ತೆದಾರಿಕೆಗಳು,ತ್ತೆದಾರಿಕೆಗಳು
ಪರದೆಗಳು,ರದೆಗಳು
ಪಾನೀಯಗಳು,ಾನೀಯಗಳು
ಪದಾತಿ,ದಾತಿ
ಪರಿವಡಿಸು,ರಿವಡಿಸು
ಪ್ರಯಾಣದ,್ರಯಾಣದ
ಪೆರ್ಕಳ,ೆರ್ಕಳ
ಪ್ರಬುವರ್ಗದವನು,್ರಬುವರ್ಗದವನು
ಪಂದ್ಯಾವಳಿಯಲ್ಲಿ,ಂದ್ಯಾವಳಿಯಲ್ಲಿ
ಪೊಙ್ಗೊಳಲು,ೊಙ್ಗೊಳಲು
ಪ್ರಣಯಲಾಲಸೆ,್ರಣಯಲಾಲಸೆ
ಪರಿಬ್ರಾಮಕ,ರಿಬ್ರಾಮಕ
ಪೊಡವು,ೊಡವು
ಪಾಂಡುರತೆ,ಾಂಡುರತೆ
ಪರ್ಣಗಳು,ರ್ಣಗಳು
ಪಯದಳಗಳು,ಯದಳಗಳು
ಪಳಗಾಟ,ಳಗಾಟ
ಪೂರ್ವಜ,ೂರ್ವಜ
ಪೊದೆಯನ್ತೆ,ೊದೆಯನ್ತೆ
ಪಗೆಯ,ಗೆಯ
ಪಟ್ಟಣವೆರ್ಗಡೆ,ಟ್ಟಣವೆರ್ಗಡೆ
ಪ್ರಶಸ್ತಿಪಟಣ,್ರಶಸ್ತಿಪಟಣ
ಪೂರ್ವಯೋಜನೆಯನ್ತೆ,ೂರ್ವಯೋಜನೆಯನ್ತೆ
ಪತರುಗುಟ್ಟುಗಳು,ತರುಗುಟ್ಟುಗಳು
ಪರಡೆಗಳಲ್ಲಿ,ರಡೆಗಳಲ್ಲಿ
ಪಕ್ಷಾನ್ತರಿಗಳು,ಕ್ಷಾನ್ತರಿಗಳು
ಪ್ರಮಾಣ.,್ರಮಾಣ.
ಪೆಟ್ಟಿನಿಂದಾದ,ೆಟ್ಟಿನಿಂದಾದ
ಪಡದ,ಡದ
ಪಣ,ಣ
ಪುಣ್ಡಾಟಿಕೆಯ,ುಣ್ಡಾಟಿಕೆಯ
ಪ್ರತೀತಿ,್ರತೀತಿ
ಪಡೆಗ,ಡೆಗ
ಪರಿಶ್ರಮದಿಂದ,ರಿಶ್ರಮದಿಂದ
ಪೊಟ್ಣ,ೊಟ್ಣ
ಪುರಾತನಮು,ುರಾತನಮು
ಪೆಳವಳಿಸು,ೆಳವಳಿಸು
ಪೊಳಲಾಳ್ವಿಕೆ,ೊಳಲಾಳ್ವಿಕೆ
ಪದರಚನೆ,ದರಚನೆ
ಪ್ರತಿಮೆಗಳು,್ರತಿಮೆಗಳು
ಪೀಚು,ೀಚು
ಪ್ರಮಾಣವಚನ,್ರಮಾಣವಚನ
ಪಯೋನಿದಿಸುತೆ,ಯೋನಿದಿಸುತೆ
ಪೂತಿಭಕ್ಷಕ,ೂತಿಭಕ್ಷಕ
ಪವ್ರರ,ವ್ರರ
ಪದವಿದಾನ,ದವಿದಾನ
ಪ್ಲಾಸ್ಟಿಕ್ಕು,್ಲಾಸ್ಟಿಕ್ಕು
ಪುರೋಭಿವೃದ್ಧಿ,ುರೋಭಿವೃದ್ಧಿ
ಪ್ರಾಚೀನ,್ರಾಚೀನ
ಪಾಳುಬಿದ್ದ,ಾಳುಬಿದ್ದ
ಪರುಠವಿಸು,ರುಠವಿಸು
ಪ್ರತಿ,,್ರತಿ,
ಪೀಠಾಸೀನ,ೀಠಾಸೀನ
ಪರೀಕ್ಷಾರ್ಥ,ರೀಕ್ಷಾರ್ಥ
ಪರಿಪನ್ಥಿ,ರಿಪನ್ಥಿ
ಪಟಾಕಿಗಳನ್ನು,ಟಾಕಿಗಳನ್ನು
ಪ್ರತೀಕಾರ,್ರತೀಕಾರ
ಪುಳಿಯನ್ನ,ುಳಿಯನ್ನ
ಪುನಃಸ್ವಾಧೀನ,ುನಃಸ್ವಾಧೀನ
ಪರಿಸಙ್ಖ್ಯೆ,ರಿಸಙ್ಖ್ಯೆ
ಪದಸಂಗ್ರಹಗಳು,ದಸಂಗ್ರಹಗಳು
ಪರಿಣತವಾದ,ರಿಣತವಾದ
ಪಿಡಿ,ಿಡಿ
ಪಳನವಿರ್,ಳನವಿರ್
ಪುಷ್ಪಕರಂಡಕ,ುಷ್ಪಕರಂಡಕ
ಪಾಕಲ,ಾಕಲ
ಪೇರ,ೇರ
ಪದರು,ದರು
ಪೆರ್ಚೂಟಿ,ೆರ್ಚೂಟಿ
ಪ್ರಶ್ನೆಗಳ,್ರಶ್ನೆಗಳ
ಪೇರೋಲಗ,ೇರೋಲಗ
ಪ್ರತಿಬಿಮ್ಬಿಸುವಿಕೆ,್ರತಿಬಿಮ್ಬಿಸುವಿಕೆ
ಪರುಷತೆ,ರುಷತೆ
ಪ್ಯಾಕ್,್ಯಾಕ್
ಪೆರ್ಗಡೆ,ೆರ್ಗಡೆ
ಪೊತ್ತಿಮರ್ಕ್ಕಳುಗಳು,ೊತ್ತಿಮರ್ಕ್ಕಳುಗಳು
ಪಾಲುಮಾರಿಕೆ,ಾಲುಮಾರಿಕೆ
ಪ್ರಜಾಸೈನ್ಯ,್ರಜಾಸೈನ್ಯ
ಪುಷ್ಪಧೂಳಿ,ುಷ್ಪಧೂಳಿ
ಪುರುಳುಗೆಡು,ುರುಳುಗೆಡು
ಪೌಳಿಯಲ್ಲಿ,ೌಳಿಯಲ್ಲಿ
ಪಾಙ್ಗುಗಳು,ಾಙ್ಗುಗಳು
ಪಮ್ಪಾಲಯ,ಮ್ಪಾಲಯ
ಪಿನ್ದುಗಳೆ,ಿನ್ದುಗಳೆ
ಪಞ್ಜು,ಞ್ಜು
ಪಾತಳಗಡ,ಾತಳಗಡ
ಪಟಿಂಗ,ಟಿಂಗ
ಪರಮಾತ್ಮನು,ರಮಾತ್ಮನು
ಪ್ರಸಾರಗಳಿಗಾಗಿ,್ರಸಾರಗಳಿಗಾಗಿ
ಪೊಟರೆಗಳು,ೊಟರೆಗಳು
ಪಾಂಗಿತ,ಾಂಗಿತ
ಪ್ರಯೋಗಗಳು,್ರಯೋಗಗಳು
ಪೆರಗಾಲ್,ೆರಗಾಲ್
ಪುಲಸ್ತ್ಯನ,ುಲಸ್ತ್ಯನ
ಪೊತ್ತು,ೊತ್ತು
ಪಂಚಗೌಡ,ಂಚಗೌಡ
ಪ್ರಾರಂಭಿಸಿದವನು,್ರಾರಂಭಿಸಿದವನು
ಪಿಂಚಣಿಗಳು,ಿಂಚಣಿಗಳು
ಪೂರ್ಣಶೋದನೆ,ೂರ್ಣಶೋದನೆ
ಪ್ರಯುಕ್ತ,್ರಯುಕ್ತ
ಪ್ರದೀಪ್ತೆ,್ರದೀಪ್ತೆ
ಪಚ್ಛಿಲ್ಲಗಳು,ಚ್ಛಿಲ್ಲಗಳು
ಪೂಜಿಸುತ್ತಾರೆ,ೂಜಿಸುತ್ತಾರೆ
ಪ್ರವ್ಡ,್ರವ್ಡ
ಪಡೆಕಾವಿನ,ಡೆಕಾವಿನ
ಪ್ರೌಡಾವಸ್ತೆ,್ರೌಡಾವಸ್ತೆ
ಪದ್ಮಾವತಿ,ದ್ಮಾವತಿ
ಪುಂಡುತನ,ುಂಡುತನ
ಪ್ರಾಣಿಯು,್ರಾಣಿಯು
ಪೆಸರಿಸು,ೆಸರಿಸು
ಪ್ರತ್ಯೇಕಗೊಣ್ಡದು,್ರತ್ಯೇಕಗೊಣ್ಡದು
ಪಾಲೋಗರ,ಾಲೋಗರ
ಪಾರುಮ್ಬಳೆವಿಡಿ,ಾರುಮ್ಬಳೆವಿಡಿ
ಪಾಂಡಿತ್ಯ,,ಾಂಡಿತ್ಯ,
ಪ್ರಾರಮ್ಭಿಸಿ,್ರಾರಮ್ಭಿಸಿ
ಪಂಚಕ,ಂಚಕ
ಪಾಪಡಿ,ಾಪಡಿ
ಪೆಚ್ಚಳ,ೆಚ್ಚಳ
ಪರಿಕಲಿತ,ರಿಕಲಿತ
ಪುಲ್ಲೆವರಿ,ುಲ್ಲೆವರಿ
ಪ್ರತಿಬಂಧನ,್ರತಿಬಂಧನ
ಪಲರ್,ಲರ್
ಪಂಡ್ರೆಂಡು,ಂಡ್ರೆಂಡು
ಪದಿಲ,ದಿಲ
ಪಣ್ಡಿತ,ಣ್ಡಿತ
ಪಂಚಶತವಾರ್ಷಿಕಗಳು,ಂಚಶತವಾರ್ಷಿಕಗಳು
ಪಞ್ಚಗುಣ್ಡಿಗೆ,ಞ್ಚಗುಣ್ಡಿಗೆ
ಪ್ರಯೋಗಿಸುವವನು,್ರಯೋಗಿಸುವವನು
ಪಠಿಸು,ಠಿಸು
ಪತ್ತುಕೂಟಗಳು,ತ್ತುಕೂಟಗಳು
ಪುನರ್ನಿರ್ದೇಶನ,ುನರ್ನಿರ್ದೇಶನ
ಪವಿತ್ರ,ವಿತ್ರ
ಪಾಂಶೆ,ಾಂಶೆ
ಪೂರ್ವವಾರ್ತೆ,ೂರ್ವವಾರ್ತೆ
ಪುದುಙ್ಗೊಳಿಸು,ುದುಙ್ಗೊಳಿಸು
ಪಾಲ್ಲಕೆ,ಾಲ್ಲಕೆ
ಪಾತ್ರನಾಗಿರು,ಾತ್ರನಾಗಿರು
ಪ್ರಚ್ಚನ್ನಯುದ್ದ,್ರಚ್ಚನ್ನಯುದ್ದ
ಪಲ್ಲಕ್ಕಿಯನ್ನು,ಲ್ಲಕ್ಕಿಯನ್ನು
ಪಾಙ್ಗರಿ,ಾಙ್ಗರಿ
ಪಯ್ಸಲುಗಳು,ಯ್ಸಲುಗಳು
ಪಞ್ಚವಣ್ಣಿಗಳು,ಞ್ಚವಣ್ಣಿಗಳು
ಪ್ರಸ್ತುತಪಡಿಸುವಿಕೆ,್ರಸ್ತುತಪಡಿಸುವಿಕೆ
ಪೊಂಬಸಿರುಗಳು,ೊಂಬಸಿರುಗಳು
ಪಂಚದಾರೆ,ಂಚದಾರೆ
ಪ್ರತ್ಯಾದೇಶ,್ರತ್ಯಾದೇಶ
ಪಡಿಹಾಱ,ಡಿಹಾಱ
ಪಶ್ಚಾತ್ತಾಪವನ್ನು,ಶ್ಚಾತ್ತಾಪವನ್ನು
ಪರಮಾರ್ಥವೆಂದು,ರಮಾರ್ಥವೆಂದು
ಪ್ರಚಾರೋದ್ಯಮ,್ರಚಾರೋದ್ಯಮ
ಪಲವಂಗ,ಲವಂಗ
ಪ್ರತ್ಯೇಕವಾಗಿಡು,್ರತ್ಯೇಕವಾಗಿಡು
ಪಾರಲವ್ಕಿಕ,ಾರಲವ್ಕಿಕ
ಪೂರ್ವಕತೆಗಳು,ೂರ್ವಕತೆಗಳು
ಪೊದೆ.,ೊದೆ.
ಪೆಂಟೆ,ೆಂಟೆ
ಪಿತ್ತಜನಕಾಂಗ,ಿತ್ತಜನಕಾಂಗ
ಪ್ರತಿನಿಧಿ,್ರತಿನಿಧಿ
ಪಳ್ಳೆಮು,ಳ್ಳೆಮು
ಪೂಣ್ಕೆ,ೂಣ್ಕೆ
ಪುಣ್,ುಣ್
ಪಡೆಯೊಡವೆಗಳು,ಡೆಯೊಡವೆಗಳು
ಪಂತಾಹ್ವಾನ,ಂತಾಹ್ವಾನ
ಪ್ರಯೋಗಗಳಿಗಾಗಿ,್ರಯೋಗಗಳಿಗಾಗಿ
ಪಟ್ಟಾಭಿಷೇಕಗಳು,ಟ್ಟಾಭಿಷೇಕಗಳು
ಪುನ್ನಮಿ,ುನ್ನಮಿ
ಪ್ರಾರಮ್ಬ,್ರಾರಮ್ಬ
ಪಟ್ಟಣಸಾಳಿ,ಟ್ಟಣಸಾಳಿ
ಪೈಪೋಟಿಯಲ್ಲಿ,ೈಪೋಟಿಯಲ್ಲಿ
ಪರಾಯಣ,ರಾಯಣ
ಪ್ರವ್ಡೆ,್ರವ್ಡೆ
ಪ್ರಸ್ತಾನ,್ರಸ್ತಾನ
ಪಞ್ಚಬನ್ದಗಳು,ಞ್ಚಬನ್ದಗಳು
ಪಾರೋಲೆಗಳು,ಾರೋಲೆಗಳು
ಪೊಂದುಗೆಗಳು,ೊಂದುಗೆಗಳು
ಪುರೋಭಾಗ,ುರೋಭಾಗ
ಪಂಚಜ್ಞಾನೇಂದ್ರಿಯಗಳು,ಂಚಜ್ಞಾನೇಂದ್ರಿಯಗಳು
ಪೆಣ್ತನ,ೆಣ್ತನ
ಪುಣ್ಯಕ್ಷೇತ್ರಗಳ,ುಣ್ಯಕ್ಷೇತ್ರಗಳ
ಪಕ್ಷಾನ್ತರಗಳು,ಕ್ಷಾನ್ತರಗಳು
ಪ್ರದೇಶಗಳಲ್ಲಿ,್ರದೇಶಗಳಲ್ಲಿ
ಪ್ರಿಯನಾದ,್ರಿಯನಾದ
ಪ್ಲೇಥಿಂಗ್,್ಲೇಥಿಂಗ್
ಪುನರ್ನಿಯೋಜಿಸು,ುನರ್ನಿಯೋಜಿಸು
ಪೆಳ್ಚಿಸು,ೆಳ್ಚಿಸು
ಪಕ್ಷಾಭಿಮಾನಗಳು,ಕ್ಷಾಭಿಮಾನಗಳು
ಪೂಜ್ಯಬಾವದಿನ್ದ,ೂಜ್ಯಬಾವದಿನ್ದ
ಪೊಸಮ್ಬ,ೊಸಮ್ಬ
ಪಞ್ಚರಲ್ಲಿ,ಞ್ಚರಲ್ಲಿ
ಪುಸಕಾ,ುಸಕಾ
ಪಾಕಶಾಸನ,ಾಕಶಾಸನ
ಪುಳಿಂಚಿಲು,ುಳಿಂಚಿಲು
ಪರಾಕ್ರಮಿಯಾದ,ರಾಕ್ರಮಿಯಾದ
ಪ್ರೀತಿ,,್ರೀತಿ,
ಪ್ರತಿಸ್ಪಂದಕ,್ರತಿಸ್ಪಂದಕ
ಪೆರ್ವಿದಿರ್,ೆರ್ವಿದಿರ್
ಪರಿಚಾರಕಿ,ರಿಚಾರಕಿ
ಪೊಡೆಮರಳ್,ೊಡೆಮರಳ್
ಪಾಂಡ್ಯ,ಾಂಡ್ಯ
ಪ್ರತೀಕ,್ರತೀಕ
ಪಾಡಿಗೈ,ಾಡಿಗೈ
ಪಾಟಿಸವಾಲು,ಾಟಿಸವಾಲು
ಪರದೆಯಲ್ಲಿಡುವ,ರದೆಯಲ್ಲಿಡುವ
ಪ್ರತಿಷ್ಠಾಪಿಸುವ,್ರತಿಷ್ಠಾಪಿಸುವ
ಪದನೆರಕೆಯಲ್ಲಿ,ದನೆರಕೆಯಲ್ಲಿ
ಪ್ರಾಣಬಿಡು,್ರಾಣಬಿಡು
ಪಾಳ್ಮನೆ,ಾಳ್ಮನೆ
ಪಾಶಧರ,ಾಶಧರ
ಪ್ರಜೆಗಳ,್ರಜೆಗಳ
ಪೆರ್,ೆರ್
ಪುಂಡತನದ,ುಂಡತನದ
ಪೆರ್ವಾವು,ೆರ್ವಾವು
ಪೊನಲೇಳ್,ೊನಲೇಳ್
ಪ್ರಭಂಜನ,್ರಭಂಜನ
ಪ್ರಕಟಪಡಿಸು,್ರಕಟಪಡಿಸು
ಪ್ರಕಾಶನಗಳು,್ರಕಾಶನಗಳು
ಪೊರಕೆಯಿಂದ,ೊರಕೆಯಿಂದ
ಪುರಿ,ುರಿ
ಪೆರ್ಬೊನಲ್,ೆರ್ಬೊನಲ್
ಪೋಷಾಕು,,ೋಷಾಕು,
ಪೋಟೆಗೊಂಬು,ೋಟೆಗೊಂಬು
ಪಾೞುಬಾವಿ,ಾೞುಬಾವಿ
ಪಾಣಿಗ್ರಹಣ,ಾಣಿಗ್ರಹಣ
ಪುಣಿಸು,ುಣಿಸು
ಪಿನ್‍ಲ್ಯಾಣ್ಡ್,ಿನ್‍ಲ್ಯಾಣ್ಡ್
ಪಡಿಯಚ್ಚುಗಳು,ಡಿಯಚ್ಚುಗಳು
